2.928710937499943157e-01,-2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937499943157e-01,0.000000000000000000e+00
-5.857421875000028422e-01,-2.928710937499943157e-01,0.000000000000000000e+00
2.928710937500014211e-01,-2.928710937500085265e-01,7.954545454545467464e-01
0.000000000000000000e+00,5.857421874999886313e-01,0.000000000000000000e+00
2.928710937499943157e-01,0.000000000000000000e+00,7.954545454545467464e-01
-2.928710937499943157e-01,0.000000000000000000e+00,-7.954545454545467464e-01
0.000000000000000000e+00,-2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937500085265e-01,-7.954545454545467464e-01
0.000000000000000000e+00,2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937500014211e-01,5.857421875000028422e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.928710937500085265e-01,0.000000000000000000e+00
2.928710937500014211e-01,-2.928710937499943157e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937499943157e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937499943157e-01,0.000000000000000000e+00
2.928710937500014211e-01,-2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-5.857421875000028422e-01,0.000000000000000000e+00
2.928710937499943157e-01,-2.928710937499943157e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937499943157e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.928710937500085265e-01,0.000000000000000000e+00
2.928710937500014211e-01,-2.928710937499943157e-01,0.000000000000000000e+00
2.928710937500085265e-01,2.928710937500085265e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937500085265e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-5.857421875000028422e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937500085265e-01,-2.928710937499943157e-01,-7.954545454545396410e-01
-2.928710937500014211e-01,2.928710937500085265e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.928710937500085265e-01,7.954545454545467464e-01
2.928710937500014211e-01,-2.928710937500085265e-01,0.000000000000000000e+00
2.928710937499943157e-01,5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937500085265e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937500085265e-01,0.000000000000000000e+00
2.928710937500014211e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-5.857421874999886313e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937499943157e-01,0.000000000000000000e+00
2.928710937499943157e-01,5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937500085265e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937500085265e-01,0.000000000000000000e+00
5.857421875000028422e-01,-5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937500014211e-01,5.857421875000028422e-01,0.000000000000000000e+00
2.928710937499943157e-01,5.857421875000028422e-01,0.000000000000000000e+00
2.928710937500014211e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937500085265e-01,0.000000000000000000e+00
2.928710937500014211e-01,-5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937500085265e-01,-7.954545454545431937e-01
2.928710937500085265e-01,2.928710937500085265e-01,7.954545454545396410e-01
5.857421874999957367e-01,-5.857421875000028422e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937500014211e-01,2.928710937500085265e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.928710937500085265e-01,0.000000000000000000e+00
5.857421875000028422e-01,-5.857421875000028422e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937499943157e-01,2.928710937500085265e-01,0.000000000000000000e+00
2.928710937499943157e-01,-2.928710937500085265e-01,0.000000000000000000e+00
2.928710937499943157e-01,-5.857421875000028422e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937500085265e-01,-7.954545454545467464e-01
2.928710937500085265e-01,2.928710937499943157e-01,7.954545454545467464e-01
2.928710937499943157e-01,5.857421875000028422e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937499943157e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937500085265e-01,0.000000000000000000e+00
2.928710937500085265e-01,2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937500085265e-01,-5.857421874999886313e-01,0.000000000000000000e+00
2.928710937500085265e-01,2.928710937500085265e-01,7.954545454545467464e-01
0.000000000000000000e+00,5.857421875000028422e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.928710937500085265e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937499943157e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937499943157e-01,0.000000000000000000e+00
2.928710937499943157e-01,2.928710937500085265e-01,0.000000000000000000e+00
-2.928710937499943157e-01,-2.928710937500085265e-01,0.000000000000000000e+00
-5.857421875000028422e-01,-5.857421875000028422e-01,0.000000000000000000e+00
-5.857421875000028422e-01,-2.928710937499943157e-01,7.954545454545467464e-01
